MHid,State,Hospname,Wait Time,Establishment ID,Parent Id,Use Default wait time,Stage Average Wait Time,Unit,Medicare Prov Number,Address Line 1,Address Line 2,Latitude,Longitude,Australia,Full Address,Remoteness area (code),Remoteness area,Number of available beds,2012-13 Peer Group code,2012-13 Peer Group Name,Admissions reported,Emergency department,Elective surgery reported,Outpatient clinics,2011-12 Peer Group code,2011-12 Peer Group Name,Hospital Group
659,VIC,Dame Phyllis Frost Centre - Marmak unit,,240A05993,240A05990,Y,20,Campus,,Riding-Boundary Road,Deer Park 3023,-37.781093,144.751236,Australia,Riding-Boundary Road Deer Park 3023 VIC Australia,0,Major Cities,0,Ps,Psychiatric public,No,No,No,No,F,Psychiatric,PS
689,WA,Princess Margaret Hospital for Children,,510100103,,Y,26,Hospital,0070020T,ROBERTS RD,SUBIACO 6008,-31.945385,115.823683,Australia,ROBERTS RD SUBIACO 6008 WA Australia,0,Major Cities,233.2,W3,Childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,WC
690,WA,King Edward Memorial Hospital for Women,,510100104,,Y,26,Hospital,0070030L,374 BAGOT RD,SUBIACO 6008,-31.9503987,115.81918,Australia,374 BAGOT RD SUBIACO 6008 WA Australia,0,Major Cities,253.4,W1,Womens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,
691,WA,Sir Charles Gairdner Hospital,,510100105,,Y,26,Hospital,0070990J,HOSPITAL AV,NEDLANDS 6009,-31.967658,115.816712,Australia,HOSPITAL AV NEDLANDS 6009 WA Australia,0,Major Cities,633.3,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,
692,WA,Selby Authorised Lodge,,510100158,,Y,26,Hospital,,2 SELBY ST,SHENTON PARK 6008,-31.94769,115.804149,Australia,2 SELBY ST SHENTON PARK 6008 WA Australia,0,Major Cities,32,Ps,Psychiatric public,Yes,No,No,No,G,Un-peered and other,
693,WA,Osborne Park Hospital,,510100239,,Y,26,Hospital,0071030F,OSBORNE PLCE,STIRLING 6021,-31.878898,115.818954,Australia,OSBORNE PLCE STIRLING 6021 WA Australia,0,Major Cities,157.6,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,Yes,C1,Medium (group 1),
694,WA,Swan District Hospital,,510100244,,Y,26,Hospital,0070950W,EVELINE RD,MIDDLE SWAN 6056,-31.874797,116.007842,Australia,EVELINE RD MIDDLE SWAN 6056 WA Australia,0,Major Cities,182.8,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral,
695,WA,Kalamunda Hospital,,510100454,,Y,26,Hospital,0071270K,ELIZABETH ST,KALAMUNDA 6076,-31.968407,116.056167,Australia,ELIZABETH ST KALAMUNDA 6076 WA Australia,0,Major Cities,33,S2,Other small public acute,Yes,No,No,Yes,D2,Small non-acute,
696,WA,"Next Step Drug And Alcohol Services, East Perth",,510100459,,Y,26,Hospital,,32 MOORE ST,EAST PERTH 6004,-31.95339,115.869171,Australia,32 MOORE ST EAST PERTH 6004 WA Australia,0,Major Cities,17,O2,Drug and alcohol hospital,Yes,No,No,No,G,Un-peered and other,
697,WA,Joondalup Health Campus,,510100642,,Y,26,Hospital,0075530X,GRAND BVD,JOONDALUP 6027,-31.742391,115.769838,Australia,GRAND BVD JOONDALUP 6027 WA Australia,0,Major Cities,405,L,Large public acute,Yes,Yes,Yes,No,A1,Principal referral,
698,WA,Royal Perth Hospital Shenton Park Campus,,510300100,,Y,26,Hospital,0070140H,SELBY ST,SHENTON PARK 6008,-31.94769,115.804149,Australia,SELBY ST SHENTON PARK 6008 WA Australia,0,Major Cities,161.1,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,Yes,E4,Rehabilitation,
699,WA,Royal Perth Hospital Wellington Street Campus,,510300101,,Y,26,Hospital,0070000X,WELLINGTON ST,PERTH 6000,-31.950113,115.854983,Australia,WELLINGTON ST PERTH 6000 WA Australia,0,Major Cities,696.5,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,
700,WA,Fremantle Hospital,,510300102,,Y,26,Hospital,0070010W,ALMA ST,FREMANTLE 6160,-32.058355,115.753365,Australia,ALMA ST FREMANTLE 6160 WA Australia,0,Major Cities,492.1,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,
701,WA,Kaleeya Hospital,,510300130,,Y,26,Hospital,0075390T,15 WOLSELY RD,EAST FREMANTLE 6158,-32.03651,115.766319,Australia,15 WOLSELY RD EAST FREMANTLE 6158 WA Australia,0,Major Cities,67,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,Yes,C1,Medium (group 1),
702,WA,Armadale-Kelmscott Memorial Hospital,,510300203,,Y,26,Hospital,0070040K,3056 ALBANY HWY,MOUNT NASURA 6112,-32.141959,116.01728,Australia,3056 ALBANY HWY MOUNT NASURA 6112 WA Australia,0,Major Cities,206,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,
703,WA,Bentley Hospital,,510300255,,Y,26,Hospital,0071150X,33 MILLS ST,BENTLEY 6102,-32.006538,115.928978,Australia,33 MILLS ST BENTLEY 6102 WA Australia,0,Major Cities,185.7,O5,Unpeered,Yes,No,Yes,Yes,C1,Medium (group 1),
704,WA,Rockingham General Hospital,,510300277,,Y,26,Hospital,0071490Y,ELANORA DR,COOLOONGUP 6168,-32.292543,115.769725,Australia,ELANORA DR COOLOONGUP 6168 WA Australia,0,Major Cities,179.1,L,Large public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,
705,WA,Murray Hospital,,510300420,,Y,26,Hospital,0070670B,MCKAY ST,PINJARRA 6208,-32.637999,115.871254,Australia,MCKAY ST PINJARRA 6208 WA Australia,1,Inner Regional,15,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,
706,WA,Peel Health Campus,,510300645,,Y,26,Hospital,0075560L,110 LAKES RD,MANDURAH 6210,-32.5319275,115.7622537,Australia,110 LAKES RD MANDURAH 6210 WA Australia,0,Major Cities,148,M,Medium public acute,Yes,Yes,Yes,No,B1,Large Major cities,
707,WA,Fitzroy Crossing Hospital,,510400127,,Y,26,Hospital,0070290T,FALLON RD,FITZROY CROSSING 6765,-18.19052,125.564035,Australia,FALLON RD FITZROY CROSSING 6765 WA Australia,4,Very remote,14,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,
708,WA,Halls Creek Hospital,,510400128,,Y,26,Hospital,0070340Y,70 ROBERTA AV,HALLS CREEK 6770,-18.2255271,127.6668593,Australia,70 ROBERTA AV HALLS CREEK 6770 WA Australia,4,Very remote,8,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,
709,WA,Broome Hospital,,510400206,,Y,26,Hospital,0070110L,ROBINSON ST,BROOME 6725,-17.963708,122.236698,Australia,ROBINSON ST BROOME 6725 WA Australia,3,Remote,44.39,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,Yes,B2,Large regional and remote,
710,WA,Derby Hospital,,510400215,,Y,26,Hospital,0070250A,CLARENDON ST,DERBY 6728,-17.306569,123.632204,Australia,CLARENDON ST DERBY 6728 WA Australia,4,Very remote,31,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D3,Small remote acute,
711,WA,Wyndham Hospital,,510400249,,Y,26,Hospital,0071200B,MINDEROO RD,WYNDHAM 6740,-15.481516,128.12615,Australia,MINDEROO RD WYNDHAM 6740 WA Australia,4,Very remote,7,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,
712,WA,Kununurra Hospital,,510400257,,Y,26,Hospital,0071050A,96 COOLIBAH DR,KUNUNURRA 6743,-15.77467,128.738815,Australia,96 COOLIBAH DR KUNUNURRA 6743 WA Australia,3,Remote,32,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D3,Small remote acute,
713,WA,Hedland Health Campus,,510500131,,Y,26,Hospital,,34 COLEBATCH WAY,SOUTH HEDLAND 6722,-20.186005,118.944889,Australia,34 COLEBATCH WAY SOUTH HEDLAND 6722 WA Australia,3,Remote,59,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,Yes,D3,Small remote acute,
714,WA,Onslow Hospital,,510500238,,Y,26,Hospital,0070650H,SECOND AV,ONSLOW 6710,-21.641146,115.11612,Australia,SECOND AV ONSLOW 6710 WA Australia,4,Very remote,6,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,
715,WA,Roebourne Hospital,,510500243,,Y,26,Hospital,0070710K,42 HAMPTON ST,ROEBOURNE 6718,-20.7758094,117.1435015,Australia,42 HAMPTON ST ROEBOURNE 6718 WA Australia,3,Remote,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,
716,WA,Tom Price Hospital,,510500256,,Y,26,Hospital,0071140Y,MINE RD,TOM PRICE 6751,-22.700071,117.777785,Australia,MINE RD TOM PRICE 6751 WA Australia,4,Very remote,8,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,
717,WA,Newman Hospital,,510500260,,Y,26,Hospital,0071180L,MINDARRA DR,NEWMAN 6753,-23.354736,119.735304,Australia,MINDARRA DR NEWMAN 6753 WA Australia,4,Very remote,8,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,
718,WA,Paraburdoo Hospital,,510500267,,Y,26,Hospital,0071240W,ROCKLEA RD,PARABURDOO 6754,-23.202403,117.671409,Australia,ROCKLEA RD PARABURDOO 6754 WA Australia,4,Very remote,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,
719,WA,Nickol Bay Hospital,,510500460,,Y,26,Hospital,0071540F,MILLSTREAM RD,KARRATHA 6714,-20.73709,116.851376,Australia,MILLSTREAM RD KARRATHA 6714 WA Australia,3,Remote,28,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D3,Small remote acute,SM
720,WA,Carnarvon Hospital,,510600210,,Y,26,Hospital,0070160B,CLEAVER ST,CARNARVON 6701,-24.890469,113.656394,Australia,CLEAVER ST CARNARVON 6701 WA Australia,3,Remote,31,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D3,Small remote acute,SM
721,WA,Exmouth Hospital,,510600219,,Y,26,Hospital,0071100H,LYONS ST,EXMOUTH 6707,-21.866579,114.099812,Australia,LYONS ST EXMOUTH 6707 WA Australia,4,Very remote,6,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
722,WA,Geraldton Hospital,,510600220,,Y,26,Hospital,0071130A,SHENTON ST,GERALDTON 6530,-28.782476,114.60595,Australia,SHENTON ST GERALDTON 6530 WA Australia,2,Outer Regional,99.66,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
723,WA,Meekatharra Hospital,,510600234,,Y,26,Hospital,0070500Y,SAVAGE ST,MEEKATHARRA 6642,-26.593128,118.496923,Australia,SAVAGE ST MEEKATHARRA 6642 WA Australia,4,Very remote,9.83,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
724,WA,Morawa Hospital,,510600418,,Y,26,Hospital,0070560J,CAULFIELD RD,MORAWA 6623,-29.213403,116.005977,Australia,CAULFIELD RD MORAWA 6623 WA Australia,3,Remote,3.16,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
725,WA,Mullewa Hospital,,510600419,,Y,26,Hospital,0070570H,ELDER ST,MULLEWA 6630,-28.536177,115.512051,Australia,ELDER ST MULLEWA 6630 WA Australia,3,Remote,2.25,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
726,WA,Northampton Hospital,,510600425,,Y,26,Hospital,0070640J,STEPHEN ST,NORTHAMPTON 6535,-28.352199,114.629923,Australia,STEPHEN ST NORTHAMPTON 6535 WA Australia,2,Outer Regional,4.42,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
727,WA,North Midlands Hospital,,510600426,,Y,26,Hospital,0070730H,THOMAS ST,THREE SPRINGS 6519,-29.534396,115.76037,Australia,THOMAS ST THREE SPRINGS 6519 WA Australia,3,Remote,4.92,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
728,WA,Kalbarri Health Centre,,510600475,,Y,26,Hospital,0071580K,KAIBER ST,KALBARRI 6536,-27.712141,114.161119,Australia,KAIBER ST KALBARRI 6536 WA Australia,3,Remote,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
729,WA,Dongara Multi-Purpose Health Centre,,510600476,,Y,26,Hospital,0071570Y,48 BLENHEIM RD,DONGARA 6525,-29.265169,114.934128,Australia,48 BLENHEIM RD DONGARA 6525 WA Australia,2,Outer Regional,3,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
730,WA,Lake Grace Hospital,,510700230,,Y,26,Hospital,0070440W,STUBBS ST,LAKE GRACE 6353,-33.100798,118.459445,Australia,STUBBS ST LAKE GRACE 6353 WA Australia,3,Remote,6.16,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
731,WA,Merredin Hospital,,510700235,,Y,26,Hospital,0070510X,KITCHENER RD,MERREDIN 6415,-31.484628,118.278685,Australia,KITCHENER RD MERREDIN 6415 WA Australia,2,Outer Regional,24,S2,Other small public acute,Yes,No,Yes,No,E2,Multi-purpose services,SM
732,WA,Narrogin Hospital,,510700236,,Y,26,Hospital,0070600W,WILLIAMS RD,NARROGIN 6312,-32.93525,117.171468,Australia,WILLIAMS RD NARROGIN 6312 WA Australia,2,Outer Regional,44,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
733,WA,Northam Hospital,,510700237,,Y,26,Hospital,0071190K,ROBINSON ST,NORTHAM 6401,-31.651216,116.65853,Australia,ROBINSON ST NORTHAM 6401 WA Australia,1,Inner Regional,43,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
734,WA,Wagin Hospital,,510700245,,Y,26,Hospital,0070740F,WARWICK ST,WAGIN 6315,-33.305439,117.346971,Australia,WARWICK ST WAGIN 6315 WA Australia,2,Outer Regional,18,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
735,WA,York Hospital,,510700251,,Y,26,Hospital,0070830B,TREWS RD,YORK 6302,-31.893605,116.754544,Australia,TREWS RD YORK 6302 WA Australia,1,Inner Regional,10.75,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
736,WA,Beverley Hospital,,510700401,,Y,26,Hospital,0070060H,SEWELL ST,BEVERLEY 6304,-32.102467,116.920803,Australia,SEWELL ST BEVERLEY 6304 WA Australia,2,Outer Regional,6.25,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
737,WA,Boddington Hospital,,510700402,,Y,26,Hospital,0070070F,HOTHAM AV,BODDINGTON 6390,-32.805611,116.474036,Australia,HOTHAM AV BODDINGTON 6390 WA Australia,1,Inner Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
738,WA,Bruce Rock Memorial Hospital,,510700403,,Y,26,Hospital,0070120K,35 DUNSTALL ST,BRUCE ROCK 6418,-31.873131,118.1465,Australia,35 DUNSTALL ST BRUCE ROCK 6418 WA Australia,3,Remote,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
739,WA,Corrigin Hospital,,510700404,,Y,26,Hospital,0070190X,49 KIRKWOOD ST,CORRIGIN 6375,-32.3248699,117.8781509,Australia,49 KIRKWOOD ST CORRIGIN 6375 WA Australia,3,Remote,5,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
740,WA,Cunderdin Hospital,,510700405,,Y,26,Hospital,0070220H,CUBBINE RD,CUNDERDIN 6407,-31.657263,117.24508,Australia,CUBBINE RD CUNDERDIN 6407 WA Australia,2,Outer Regional,2.67,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
741,WA,Dalwallinu Hospital,,510700406,,Y,26,Hospital,0070230F,MYERS ST,DALWALLINU 6609,-30.27642,116.655241,Australia,MYERS ST DALWALLINU 6609 WA Australia,3,Remote,6,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
742,WA,Kellerberrin Memorial Hospital,,510700409,,Y,26,Hospital,0070390K,51 GREGORY ST,KELLERBERRIN 6410,-31.6299659,117.7163574,Australia,51 GREGORY ST KELLERBERRIN 6410 WA Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
743,WA,Goomalling Hospital,,510700411,,Y,26,Hospital,0070320B,FORREST ST,GOOMALLING 6460,-31.299938,116.828958,Australia,FORREST ST GOOMALLING 6460 WA Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
744,WA,Kondinin Hospital,,510700413,,Y,26,Hospital,0070420Y,GRAHAM ST,KONDININ 6367,-32.492522,118.264732,Australia,GRAHAM ST KONDININ 6367 WA Australia,3,Remote,5.83,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
745,WA,Kununoppin Hospital,,510700414,,Y,26,Hospital,0070430X,LEAKE ST,KUNUNOPPIN 6489,-31.110304,117.922056,Australia,LEAKE ST KUNUNOPPIN 6489 WA Australia,3,Remote,10.92,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
746,WA,Moora Hospital,,510700417,,Y,26,Hospital,0070540L,DANDARAGAN ST,MOORA 6510,-30.640003,115.999341,Australia,DANDARAGAN ST MOORA 6510 WA Australia,2,Outer Regional,15,S2,Other small public acute,Yes,No,Yes,No,E2,Multi-purpose services,SM
747,WA,Narembeen Memorial Hospital,,510700423,,Y,26,Hospital,0070590B,ADA ST,NAREMBEEN 6369,-32.06251,118.392265,Australia,ADA ST NAREMBEEN 6369 WA Australia,3,Remote,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
748,WA,Pingelly Hospital,,510700428,,Y,26,Hospital,0070680A,38 STRATFORD ST,PINGELLY 6308,-32.531505,117.08684,Australia,38 STRATFORD ST PINGELLY 6308 WA Australia,2,Outer Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
749,WA,Southern Cross Hospital,,510700431,,Y,26,Hospital,0070720J,COOLGARDIE RD,SOUTHERN CROSS 6426,-31.228993,119.338304,Australia,COOLGARDIE RD SOUTHERN CROSS 6426 WA Australia,3,Remote,5.75,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
750,WA,Wongan Hills Hospital,,510700437,,Y,26,Hospital,0070810H,ACKLAND ST,WONGAN HILLS 6603,-30.893955,116.723135,Australia,ACKLAND ST WONGAN HILLS 6603 WA Australia,2,Outer Regional,5.17,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
751,WA,Wyalkatchem-Koorda and Districts Hospital,,510700438,,Y,26,Hospital,0070790W,HONOUR AV,WYALKATCHEM 6485,-31.179343,117.383047,Australia,HONOUR AV WYALKATCHEM 6485 WA Australia,2,Outer Regional,4.67,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
752,WA,Quairading Hospital,,510700446,,Y,26,Hospital,0070700L,HARRIS ST,QUAIRADING 6383,-32.015086,117.399695,Australia,HARRIS ST QUAIRADING 6383 WA Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
753,WA,Esperance Hospital,,510800218,,Y,26,Hospital,0070280W,HICKS ST,ESPERANCE 6450,-33.857198,121.892211,Australia,HICKS ST ESPERANCE 6450 WA Australia,3,Remote,30,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D3,Small remote acute,SM
754,WA,Kalgoorlie Hospital,,510800226,,Y,26,Hospital,0070370T,PICCADILLY ST,KALGOORLIE 6430,-30.738134,121.47175,Australia,PICCADILLY ST KALGOORLIE 6430 WA Australia,2,Outer Regional,106,M,Medium public acute,Yes,Yes,Yes,Yes,C1,Medium (group 1),LG
755,WA,Laverton Hospital,,510800272,,Y,26,Hospital,0070450T,BERIA RD,LAVERTON 6440,-28.623565,122.395334,Australia,BERIA RD LAVERTON 6440 WA Australia,4,Very remote,6.92,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
756,WA,Leonora Hospital,,510800273,,Y,26,Hospital,0070460L,SADIE CANNING DR,LEONORA 6438,-28.894499,121.333217,Australia,SADIE CANNING DR LEONORA 6438 WA Australia,4,Very remote,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
757,WA,Norseman Hospital,,510800424,,Y,26,Hospital,0070610T,TALBOT ST,NORSEMAN 6443,-32.199211,121.778786,Australia,TALBOT ST NORSEMAN 6443 WA Australia,4,Very remote,5.75,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
758,WA,Albany Hospital,,510900201,,Y,26,Hospital,0070050J,WARDEN AV,ALBANY 6330,-35.005981,117.905602,Australia,WARDEN AV ALBANY 6330 WA Australia,2,Outer Regional,113,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
759,WA,Denmark Hospital,,510900214,,Y,26,Hospital,0070240B,50 SCOTSDALE RD,DENMARK 6333,-34.9553793,117.3580011,Australia,50 SCOTSDALE RD DENMARK 6333 WA Australia,2,Outer Regional,6.49,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
760,WA,Katanning Hospital,,510900227,,Y,26,Hospital,0070380L,CLIVE ST,KATANNING 6317,-33.689049,117.558716,Australia,CLIVE ST KATANNING 6317 WA Australia,2,Outer Regional,17,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,E2,Multi-purpose services,SM
761,WA,Gnowangerup Hospital,,510900410,,Y,26,Hospital,0070330A,YOUGENUP RD,GNOWANGERUP 6335,-33.935975,118.006706,Australia,YOUGENUP RD GNOWANGERUP 6335 WA Australia,3,Remote,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
762,WA,Plantagenet Hospital,,510900429,,Y,26,Hospital,0070550K,LANGTON RD,MOUNT BARKER 6324,-34.625608,117.639792,Australia,LANGTON RD MOUNT BARKER 6324 WA Australia,2,Outer Regional,16,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
763,WA,Ravensthorpe Hospital,,510900430,,Y,26,Hospital,0070980K,MARTIN ST,RAVENSTHORPE 6346,-33.584526,120.044213,Australia,MARTIN ST RAVENSTHORPE 6346 WA Australia,4,Very remote,4.25,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
764,WA,Kojonup Hospital,,510900445,,Y,26,Hospital,0070400B,SPRING ST,KOJONUP 6395,-33.8294,117.155718,Australia,SPRING ST KOJONUP 6395 WA Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
765,WA,Augusta Hospital,,511000204,,Y,26,Hospital,0071110F,DONOVAN ST,AUGUSTA 6290,-34.305989,115.155664,Australia,DONOVAN ST AUGUSTA 6290 WA Australia,1,Inner Regional,7.17,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
766,WA,Bunbury Hospital,,511000208,,Y,26,Hospital,0071120B,BUSSELL HWY,BUNBURY 6230,-33.364776,115.645158,Australia,BUSSELL HWY BUNBURY 6230 WA Australia,1,Inner Regional,141,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
767,WA,Busselton Hospital,,511000209,,Y,26,Hospital,0070150F,MILL RD,BUSSELTON 6280,-33.655283,115.321095,Australia,MILL RD BUSSELTON 6280 WA Australia,1,Inner Regional,50,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
